failure_event_id,transaction_id,user_id,failure_type,amount_in_paise,created_at
9901,85216,5212,error3,31400,2016-07-28 13:44:20.035182 +0000 +0000
9902,85218,3627,error2,29500,2016-07-28 13:45:47.531686 +0000 +0000
9903,85233,3196,error2,15900,2016-07-28 14:06:24.049981 +0000 +0000
9904,85245,12214,error3,30200,2016-07-28 14:12:07.441414 +0000 +0000
9905,85205,12461,error3,53100,2016-07-28 13:32:07.984639 +0000 +0000
9906,85225,10520,error3,29400,2016-07-28 13:57:09.980866 +0000 +0000
9907,85241,10130,error3,26500,2016-07-28 14:11:07.140571 +0000 +0000
9908,85246,1232,error3,21200,2016-07-28 14:13:23.25613 +0000 +0000
9909,85257,10418,error2,25900,2016-07-28 14:29:27.010054 +0000 +0000
9910,85260,10418,error2,25900,2016-07-28 14:30:43.073364 +0000 +0000
9911,85263,10418,error2,25900,2016-07-28 14:32:57.743235 +0000 +0000
9912,85264,10418,error2,25900,2016-07-28 14:33:07.128633 +0000 +0000
9913,85281,12026,error3,12300,2016-07-28 14:45:17.082502 +0000 +0000
9914,85253,6335,error2,37300,2016-07-28 14:21:54.738611 +0000 +0000
9915,85254,12326,error1,16800,2016-07-28 14:22:45.440329 +0000 +0000
9916,85256,7164,error3,35300,2016-07-28 14:24:15.751727 +0000 +0000
9917,85266,4178,error3,27500,2016-07-28 14:34:49.362553 +0000 +0000
9918,85278,9053,error3,18800,2016-07-28 14:42:43.337628 +0000 +0000
9919,85290,658,error3,72200,2016-07-28 14:48:42.44077 +0000 +0000
9920,85295,442,error3,16000,2016-07-28 14:51:10.948367 +0000 +0000
9921,85303,11531,error3,23100,2016-07-28 14:59:44.010396 +0000 +0000
9922,85320,1699,error2,46000,2016-07-28 15:15:47.747672 +0000 +0000
9923,85322,1699,error2,44200,2016-07-28 15:18:53.935743 +0000 +0000
9924,85332,6628,error3,21600,2016-07-28 15:24:37.738621 +0000 +0000
9925,85344,1158,error2,28500,2016-07-28 15:41:04.578931 +0000 +0000
9926,85358,11909,error3,36500,2016-07-28 15:47:31.147838 +0000 +0000
9927,85360,11909,error3,36500,2016-07-28 15:49:31.210337 +0000 +0000
9928,85364,6348,error3,30700,2016-07-28 15:52:55.508886 +0000 +0000
9929,85370,11509,error3,302400,2016-07-28 15:58:55.1177 +0000 +0000
9930,85372,429,error3,35300,2016-07-28 16:02:24.010172 +0000 +0000
9931,85377,11079,error3,29100,2016-07-28 16:04:54.001101 +0000 +0000
9932,85379,11494,error3,49700,2016-07-28 16:08:32.774425 +0000 +0000
9933,85387,3987,error3,15300,2016-07-28 16:14:04.839786 +0000 +0000
9934,85406,2800,error3,34700,2016-07-28 16:35:32.498444 +0000 +0000
9935,85409,3317,error3,21600,2016-07-28 16:39:59.250148 +0000 +0000
9936,85414,5250,error2,28500,2016-07-28 16:43:41.299473 +0000 +0000
9937,85430,10762,error3,18500,2016-07-28 16:58:35.243476 +0000 +0000
9938,85420,4856,error2,18400,2016-07-28 16:48:42.359787 +0000 +0000
9939,85423,11043,error1,14700,2016-07-28 16:52:32.656369 +0000 +0000
9940,85433,12329,error1,42496,2016-07-28 16:59:38.799909 +0000 +0000
9941,85434,12329,error3,42496,2016-07-28 16:59:58.936648 +0000 +0000
9942,85447,11408,error3,15300,2016-07-28 17:09:12.518635 +0000 +0000
9943,85466,11063,error2,23700,2016-07-28 17:38:43.129519 +0000 +0000
9944,85478,6631,error3,12800,2016-07-28 18:50:55.801086 +0000 +0000
9945,85489,6865,error3,140400,2016-07-29 03:18:51.547743 +0000 +0000
9946,85513,11271,error1,21600,2016-07-29 04:02:30.247302 +0000 +0000
9947,85522,3987,error3,15300,2016-07-29 04:28:25.355813 +0000 +0000
9948,85530,11054,error3,24800,2016-07-29 04:41:30.759544 +0000 +0000
9949,85475,11067,error1,39800,2016-07-28 18:26:55.502927 +0000 +0000
9950,85476,11067,error3,39800,2016-07-28 18:27:18.539722 +0000 +0000
9951,85514,11271,error3,21600,2016-07-29 04:02:48.615358 +0000 +0000
9952,85536,273,error2,14100,2016-07-29 04:51:57.573533 +0000 +0000
9953,85534,12374,error1,11400,2016-07-29 04:49:34.182383 +0000 +0000
9954,85550,6795,error2,16000,2016-07-29 05:40:21.509757 +0000 +0000
9955,85553,6795,error2,16000,2016-07-29 05:43:44.967241 +0000 +0000
9956,85572,12338,error1,8600,2016-07-29 06:12:11.427415 +0000 +0000
9957,85569,12338,error1,8600,2016-07-29 06:10:32.912393 +0000 +0000
9958,85579,3703,error2,16600,2016-07-29 06:22:51.940081 +0000 +0000
9959,85638,10019,error3,15500,2016-07-29 07:22:37.104617 +0000 +0000
9960,85648,182,error3,16600,2016-07-29 07:29:33.325004 +0000 +0000
9961,85660,10003,error3,29300,2016-07-29 07:37:33.594505 +0000 +0000
9962,85600,12067,error1,18000,2016-07-29 06:48:57.465339 +0000 +0000
9963,85621,10482,error3,42700,2016-07-29 07:13:22.951576 +0000 +0000
9964,85626,10673,error3,14100,2016-07-29 07:16:53.750232 +0000 +0000
9965,85639,8825,error3,10000,2016-07-29 07:22:38.828646 +0000 +0000
9966,85644,8825,error3,10000,2016-07-29 07:26:36.308291 +0000 +0000
9967,85650,10112,error3,65900,2016-07-29 07:30:35.621983 +0000 +0000
9968,85656,2959,error1,12900,2016-07-29 07:35:07.463897 +0000 +0000
9969,85659,10003,error3,29300,2016-07-29 07:37:08.14978 +0000 +0000
9970,85690,931,error3,27300,2016-07-29 08:09:40.442766 +0000 +0000
9971,85691,10562,error3,15400,2016-07-29 08:10:38.143449 +0000 +0000
9972,85694,1341,error3,9700,2016-07-29 08:13:58.342528 +0000 +0000
9973,85706,5396,error2,22300,2016-07-29 08:23:05.304556 +0000 +0000
9974,85669,9716,error3,30600,2016-07-29 07:44:33.341535 +0000 +0000
9975,85672,8122,error2,19400,2016-07-29 07:48:54.187718 +0000 +0000
9976,85677,3895,error1,21200,2016-07-29 08:00:27.752792 +0000 +0000
9977,85707,11217,error2,44800,2016-07-29 08:25:25.231103 +0000 +0000
9978,85710,11217,error2,44800,2016-07-29 08:26:54.613274 +0000 +0000
9979,85715,6950,error1,14600,2016-07-29 08:34:22.037249 +0000 +0000
9980,85716,6950,error3,14600,2016-07-29 08:34:41.4849 +0000 +0000
9981,85713,5801,error3,28900,2016-07-29 08:32:20.459497 +0000 +0000
9982,85733,6056,error3,27100,2016-07-29 08:55:19.320779 +0000 +0000
9983,85741,12372,error1,30100,2016-07-29 09:05:03.503882 +0000 +0000
9984,85749,6056,error3,27100,2016-07-29 09:10:11.477226 +0000 +0000
9985,85754,2004,error1,12300,2016-07-29 09:11:51.318894 +0000 +0000
9986,85760,2895,error3,44400,2016-07-29 09:22:00.083693 +0000 +0000
9987,85762,2895,error3,30100,2016-07-29 09:27:01.32275 +0000 +0000
9988,85730,6892,error3,20000,2016-07-29 08:48:44.289319 +0000 +0000
9989,85797,12343,error1,26600,2016-07-29 10:21:29.294891 +0000 +0000
9990,85798,12343,error3,26600,2016-07-29 10:23:42.036508 +0000 +0000
9991,85801,6851,error1,7900,2016-07-29 10:37:53.454994 +0000 +0000
9992,85806,12207,error3,61250,2016-07-29 10:48:43.726995 +0000 +0000
9993,85819,8825,error3,6500,2016-07-29 11:02:05.338538 +0000 +0000
9994,85821,8825,error3,12000,2016-07-29 11:03:09.387891 +0000 +0000
9995,85783,986,error3,46800,2016-07-29 10:01:00.318244 +0000 +0000
9996,85803,2106,error2,14100,2016-07-29 10:41:19.000119 +0000 +0000
9997,85807,12207,error3,61250,2016-07-29 10:49:16.984725 +0000 +0000
9998,85829,8474,error3,23900,2016-07-29 11:33:21.769622 +0000 +0000
9999,85832,9910,error2,71800,2016-07-29 11:44:49.654712 +0000 +0000
10000,85843,4635,error3,30300,2016-07-29 12:38:22.390871 +0000 +0000
10001,85867,9063,error2,23600,2016-07-29 13:29:31.204285 +0000 +0000
10002,85871,6294,error3,29500,2016-07-29 13:37:41.56026 +0000 +0000
10003,85883,2344,error1,70000,2016-07-29 13:58:43.287805 +0000 +0000
10004,85884,2344,error2,70000,2016-07-29 13:59:12.890055 +0000 +0000
10005,85848,2097,error2,14300,2016-07-29 12:54:13.698144 +0000 +0000
10006,85849,5429,error2,45900,2016-07-29 12:56:38.65222 +0000 +0000
10007,85861,9063,error2,11800,2016-07-29 13:21:06.032466 +0000 +0000
10008,85887,4181,error3,24800,2016-07-29 14:03:15.453954 +0000 +0000
10009,85894,8702,error1,13000,2016-07-29 14:13:43.857597 +0000 +0000
10010,85902,12323,error3,24000,2016-07-29 14:29:45.855187 +0000 +0000
10011,85923,9781,error3,40400,2016-07-29 14:45:09.453893 +0000 +0000
10012,85924,3635,error3,50300,2016-07-29 14:46:28.451707 +0000 +0000
10013,85928,6456,error3,83200,2016-07-29 14:48:58.402739 +0000 +0000
10014,85947,12374,error3,63800,2016-07-29 15:17:35.086716 +0000 +0000
10015,85903,12076,error3,27900,2016-07-29 14:30:07.10843 +0000 +0000
10016,85913,7767,error3,84800,2016-07-29 14:38:20.332382 +0000 +0000
10017,85933,400,error3,18800,2016-07-29 14:54:38.458149 +0000 +0000
10018,85951,11020,error3,20700,2016-07-29 15:21:27.995043 +0000 +0000
10019,85952,6811,error1,22700,2016-07-29 15:22:01.840311 +0000 +0000
10020,85959,5063,error3,17800,2016-07-29 15:28:47.76389 +0000 +0000
10021,85997,11113,error3,33600,2016-07-29 15:57:48.99602 +0000 +0000
10022,86012,4676,error3,21300,2016-07-29 16:10:18.984447 +0000 +0000
10023,85971,2780,error2,29700,2016-07-29 15:38:01.291777 +0000 +0000
10024,85976,2780,error2,29700,2016-07-29 15:39:49.420833 +0000 +0000
10025,85999,11113,error3,33600,2016-07-29 15:58:34.01033 +0000 +0000
10026,86001,8322,error1,30400,2016-07-29 16:02:18.128049 +0000 +0000
10027,86003,3624,error3,23900,2016-07-29 16:05:12.760129 +0000 +0000
10028,86025,9755,error3,202000,2016-07-29 16:21:23.545552 +0000 +0000
10029,86039,10598,error3,17900,2016-07-29 16:30:49.283221 +0000 +0000
10030,86020,9467,error3,33300,2016-07-29 16:15:14.40104 +0000 +0000
10031,86030,2575,error2,23800,2016-07-29 16:24:42.021044 +0000 +0000
10032,86055,11391,error3,78500,2016-07-29 16:45:08.545588 +0000 +0000
10033,86062,6839,error3,37600,2016-07-29 16:48:49.991123 +0000 +0000
10034,86085,6114,error3,76000,2016-07-29 17:16:33.152332 +0000 +0000
10035,86092,7161,error3,32400,2016-07-29 17:29:49.755122 +0000 +0000
10036,86094,7161,error3,32400,2016-07-29 17:30:06.915135 +0000 +0000
10037,86109,11386,error3,41900,2016-07-29 18:00:43.827081 +0000 +0000
10038,86122,7567,error3,16800,2016-07-29 19:50:28.872672 +0000 +0000
10039,86070,11783,error3,31100,2016-07-29 17:02:45.836045 +0000 +0000
10040,86072,11783,error3,31100,2016-07-29 17:03:45.080288 +0000 +0000
10041,86076,11783,error3,31100,2016-07-29 17:07:29.39086 +0000 +0000
10042,86128,7567,error3,16800,2016-07-29 20:49:40.786284 +0000 +0000
10043,86152,6865,error3,153900,2016-07-30 03:45:57.171488 +0000 +0000
10044,86158,11334,error3,128700,2016-07-30 04:02:07.480091 +0000 +0000
10045,86164,11980,error3,35700,2016-07-30 04:13:01.776602 +0000 +0000
10046,86188,11851,error3,41500,2016-07-30 05:05:42.778066 +0000 +0000
10047,86193,11851,error3,41500,2016-07-30 05:14:20.048149 +0000 +0000
10048,86196,10992,error3,43700,2016-07-30 05:14:51.309803 +0000 +0000
10049,86153,11650,error3,30700,2016-07-30 03:53:16.994119 +0000 +0000
10050,86184,5553,error3,50700,2016-07-30 04:56:49.009723 +0000 +0000
10051,86190,11851,error3,41500,2016-07-30 05:09:47.869161 +0000 +0000
10052,86202,11851,error3,41500,2016-07-30 05:16:31.877305 +0000 +0000
10053,86219,10821,error1,40900,2016-07-30 05:39:55.735759 +0000 +0000
10054,86226,11914,error3,22800,2016-07-30 05:56:24.692486 +0000 +0000
10055,86235,4922,error2,44300,2016-07-30 06:08:51.11734 +0000 +0000
10056,86210,12380,error1,21200,2016-07-30 05:25:37.650426 +0000 +0000
10057,86220,10821,error3,40900,2016-07-30 05:40:12.899096 +0000 +0000
10058,86227,11914,error3,22800,2016-07-30 05:57:42.50253 +0000 +0000
10059,86230,11914,error3,26700,2016-07-30 05:59:36.921031 +0000 +0000
10060,86256,10547,error3,19800,2016-07-30 06:29:03.889033 +0000 +0000
10061,86264,933,error2,29300,2016-07-30 06:34:25.062145 +0000 +0000
10062,86270,1738,error3,26800,2016-07-30 06:40:36.013594 +0000 +0000
10063,86272,11360,error3,12200,2016-07-30 06:41:01.161486 +0000 +0000
10064,86277,5971,error3,22600,2016-07-30 06:43:56.293259 +0000 +0000
10065,86281,9891,error3,209200,2016-07-30 06:47:42.623088 +0000 +0000
10066,86279,7486,error1,17800,2016-07-30 06:44:40.921967 +0000 +0000
10067,86294,2071,error2,27300,2016-07-30 06:57:57.121754 +0000 +0000
10068,86301,11576,error3,36400,2016-07-30 07:04:19.53814 +0000 +0000
10069,86345,12323,error3,34000,2016-07-30 07:47:44.39819 +0000 +0000
10070,86358,11963,error1,45500,2016-07-30 07:59:58.722553 +0000 +0000
10071,86360,2899,error3,53000,2016-07-30 08:00:45.471777 +0000 +0000
10072,86362,543,error1,25700,2016-07-30 08:03:51.898829 +0000 +0000
10073,86339,931,error3,19900,2016-07-30 07:43:58.889943 +0000 +0000
10074,86359,11963,error3,45500,2016-07-30 08:00:25.080286 +0000 +0000
10075,86371,362,error1,29700,2016-07-30 08:11:43.057404 +0000 +0000
10076,86372,362,error3,29700,2016-07-30 08:11:59.308862 +0000 +0000
10077,86384,2737,error3,24200,2016-07-30 08:16:12.645376 +0000 +0000
10078,86413,11089,error3,27400,2016-07-30 08:33:39.204201 +0000 +0000
10079,86423,10740,error3,29300,2016-07-30 08:43:35.345408 +0000 +0000
10080,86390,4119,error3,18200,2016-07-30 08:18:30.413711 +0000 +0000
10081,86401,5887,error2,16500,2016-07-30 08:25:58.228089 +0000 +0000
10082,86411,11089,error1,27400,2016-07-30 08:33:08.933475 +0000 +0000
10083,86416,11089,error3,27400,2016-07-30 08:34:06.753288 +0000 +0000
10084,86430,10293,error3,12100,2016-07-30 08:50:52.343909 +0000 +0000
10085,86440,5536,error3,53000,2016-07-30 09:02:14.215746 +0000 +0000
10086,86481,6311,error2,25200,2016-07-30 09:54:20.824635 +0000 +0000
10087,86454,10108,error2,39100,2016-07-30 09:16:07.371506 +0000 +0000
10088,86455,10108,error2,39100,2016-07-30 09:16:40.674579 +0000 +0000
10089,86456,10476,error3,40000,2016-07-30 09:18:37.349064 +0000 +0000
10090,86501,10992,error3,11800,2016-07-30 10:27:34.324901 +0000 +0000
10091,86511,10482,error3,27300,2016-07-30 10:45:07.898143 +0000 +0000
10092,86517,3949,error1,22400,2016-07-30 10:52:41.037027 +0000 +0000
10093,86592,7604,error3,36000,2016-07-30 13:21:39.615033 +0000 +0000
10094,86593,9245,error3,55100,2016-07-30 13:22:08.814838 +0000 +0000
10095,86594,9245,error3,55100,2016-07-30 13:22:39.012006 +0000 +0000
10096,86597,9245,error3,55100,2016-07-30 13:24:22.459955 +0000 +0000
10097,86602,2513,error3,31100,2016-07-30 13:37:54.03808 +0000 +0000
10098,86603,10833,error3,130300,2016-07-30 13:38:34.973143 +0000 +0000
10099,86599,2513,error3,31100,2016-07-30 13:36:21.137576 +0000 +0000
10100,86627,5728,error3,45600,2016-07-30 14:12:48.685953 +0000 +0000
10101,86624,2738,error2,31300,2016-07-30 14:09:09.854912 +0000 +0000
10102,86625,9557,error1,11900,2016-07-30 14:10:18.652817 +0000 +0000
10103,86645,12222,error3,28700,2016-07-30 14:34:05.943234 +0000 +0000
10104,86655,11391,error3,43100,2016-07-30 14:46:19.522509 +0000 +0000
10105,86656,11391,error3,43100,2016-07-30 14:46:47.582776 +0000 +0000
10106,86658,6476,error3,68600,2016-07-30 14:48:51.531073 +0000 +0000
10107,86660,12375,error1,18400,2016-07-30 14:50:06.787063 +0000 +0000
10108,86637,12505,error3,125800,2016-07-30 14:25:47.183217 +0000 +0000
10109,86668,12374,error3,57100,2016-07-30 14:52:01.114254 +0000 +0000
10110,86681,5023,error2,24900,2016-07-30 15:01:02.784435 +0000 +0000
10111,86686,9577,error2,16800,2016-07-30 15:03:31.230314 +0000 +0000
10112,86688,165,error1,35000,2016-07-30 15:06:42.126684 +0000 +0000
10113,86683,7575,error2,48600,2016-07-30 15:02:10.966393 +0000 +0000
10114,86702,3680,error2,14800,2016-07-30 15:12:42.871268 +0000 +0000
10115,86729,264,error3,34400,2016-07-30 15:36:26.727356 +0000 +0000
10116,86750,6489,error3,39700,2016-07-30 15:48:53.545686 +0000 +0000
10117,86752,11669,error3,21200,2016-07-30 15:49:53.3719 +0000 +0000
10118,86753,11669,error3,21200,2016-07-30 15:50:06.822415 +0000 +0000
10119,86760,9529,error3,15000,2016-07-30 15:56:37.664437 +0000 +0000
10120,86777,5428,error3,48000,2016-07-30 16:07:00.548915 +0000 +0000
10121,86784,5848,error3,20000,2016-07-30 16:12:05.166609 +0000 +0000
10122,86787,9522,error2,21400,2016-07-30 16:14:01.212552 +0000 +0000
10123,86763,11054,error3,93300,2016-07-30 15:58:20.181647 +0000 +0000
10124,86773,175,error2,46000,2016-07-30 16:06:34.010703 +0000 +0000
10125,86779,5776,error2,39900,2016-07-30 16:08:23.55077 +0000 +0000
10126,86785,8531,error2,30100,2016-07-30 16:12:43.786904 +0000 +0000
10127,86792,11591,error3,24500,2016-07-30 16:17:19.875756 +0000 +0000
10128,86794,5315,error3,15000,2016-07-30 16:18:38.512419 +0000 +0000
10129,86850,6150,error2,16000,2016-07-30 17:07:48.163464 +0000 +0000
10130,86867,10055,error3,43600,2016-07-30 17:33:07.003084 +0000 +0000
10131,86875,12062,error3,13000,2016-07-30 18:07:42.076961 +0000 +0000
10132,86890,12254,error3,13700,2016-07-31 02:48:30.672988 +0000 +0000
10133,86894,12375,error3,19700,2016-07-31 03:04:45.113213 +0000 +0000
10134,86899,6906,error1,12100,2016-07-31 03:40:18.880367 +0000 +0000
10135,86901,9130,error1,34000,2016-07-31 03:41:38.213791 +0000 +0000
10136,86911,7645,error3,48200,2016-07-31 04:00:55.596637 +0000 +0000
10137,86880,12388,error3,225700,2016-07-30 18:29:44.309444 +0000 +0000
10138,86902,9130,error3,34000,2016-07-31 03:41:56.560319 +0000 +0000
10139,86905,9130,error3,43900,2016-07-31 03:51:39.686208 +0000 +0000
10140,86921,1412,error2,21200,2016-07-31 04:21:32.395264 +0000 +0000
10141,86949,2387,error3,20200,2016-07-31 04:57:33.079315 +0000 +0000
10142,86961,11914,error3,9300,2016-07-31 05:30:30.758627 +0000 +0000
10143,86969,5569,error2,40600,2016-07-31 05:43:07.963583 +0000 +0000
10144,86982,824,error2,12900,2016-07-31 05:55:40.769224 +0000 +0000
10145,86990,6284,error2,32900,2016-07-31 06:02:05.619808 +0000 +0000
10146,86991,6284,error2,32900,2016-07-31 06:02:52.291552 +0000 +0000
10147,87024,9570,error3,34800,2016-07-31 06:41:40.375291 +0000 +0000
10148,87028,12318,error1,11800,2016-07-31 06:50:46.798492 +0000 +0000
10149,87031,1965,error3,43700,2016-07-31 06:52:36.904878 +0000 +0000
10150,87042,8457,error3,25800,2016-07-31 07:06:09.284561 +0000 +0000
10151,86997,2565,error3,16400,2016-07-31 06:05:56.124534 +0000 +0000
10152,87015,5456,error2,34200,2016-07-31 06:31:52.631321 +0000 +0000
10153,87038,12368,error1,17200,2016-07-31 07:03:40.460539 +0000 +0000
10154,87047,9910,error2,144300,2016-07-31 07:07:33.020086 +0000 +0000
10155,87050,9910,error2,144300,2016-07-31 07:10:08.901481 +0000 +0000
10156,87044,9738,error3,46900,2016-07-31 07:06:47.694221 +0000 +0000
10157,87064,6428,error2,22700,2016-07-31 07:21:06.836049 +0000 +0000
10158,87079,5536,error3,51800,2016-07-31 07:32:12.944301 +0000 +0000
10159,87088,12330,error3,34000,2016-07-31 07:38:45.817731 +0000 +0000
10160,87092,12330,error3,34000,2016-07-31 07:39:32.757442 +0000 +0000
10161,87065,6428,error2,22700,2016-07-31 07:22:32.768006 +0000 +0000
10162,87084,12330,error3,34000,2016-07-31 07:38:12.358141 +0000 +0000
10163,87093,8505,error2,30000,2016-07-31 07:39:45.337034 +0000 +0000
10164,87094,3844,error2,24200,2016-07-31 07:40:11.866644 +0000 +0000
10165,87101,9417,error2,28700,2016-07-31 07:45:39.452131 +0000 +0000
10166,87106,12230,error3,32500,2016-07-31 07:48:23.678181 +0000 +0000
10167,87109,12230,error3,32500,2016-07-31 07:49:55.118808 +0000 +0000
10168,87107,4965,error3,47000,2016-07-31 07:49:00.935923 +0000 +0000
10169,87119,2633,error2,30800,2016-07-31 07:58:20.509913 +0000 +0000
10170,87139,9969,error3,30100,2016-07-31 08:24:01.471543 +0000 +0000
10171,87142,12354,error1,11900,2016-07-31 08:29:51.085187 +0000 +0000
10172,87154,6009,error3,43700,2016-07-31 08:42:02.431736 +0000 +0000
10173,87165,9969,error3,30100,2016-07-31 08:51:40.593438 +0000 +0000
10174,87135,534,error2,123900,2016-07-31 08:20:06.413759 +0000 +0000
10175,87143,3204,error3,20500,2016-07-31 08:30:14.89593 +0000 +0000
10176,87146,7600,error3,32400,2016-07-31 08:31:58.599306 +0000 +0000
10177,87163,10957,error3,29400,2016-07-31 08:49:39.924943 +0000 +0000
10178,87189,6381,error2,13100,2016-07-31 09:25:32.341276 +0000 +0000
10179,87203,12374,error3,40600,2016-07-31 09:50:42.750351 +0000 +0000
10180,87208,10589,error3,12600,2016-07-31 09:54:41.278248 +0000 +0000
10181,87215,12365,error3,53100,2016-07-31 10:07:35.403084 +0000 +0000
10182,87194,12332,error3,28400,2016-07-31 09:33:14.911275 +0000 +0000
10183,87213,12365,error3,53100,2016-07-31 10:05:45.508088 +0000 +0000
10184,87234,12381,error3,30700,2016-07-31 10:34:57.104715 +0000 +0000
10185,87224,11753,error3,15900,2016-07-31 10:20:17.916698 +0000 +0000
10186,87235,12381,error3,30700,2016-07-31 10:35:20.472685 +0000 +0000
10187,87256,9467,error3,28700,2016-07-31 11:22:28.420701 +0000 +0000
10188,87260,11976,error3,38100,2016-07-31 11:30:53.723999 +0000 +0000
10189,87267,7473,error2,36900,2016-07-31 11:48:31.778956 +0000 +0000
10190,87247,8646,error3,32400,2016-07-31 11:09:39.587897 +0000 +0000
10191,87303,9557,error1,18100,2016-07-31 13:00:17.604651 +0000 +0000
10192,87306,12201,error1,55500,2016-07-31 13:02:58.84966 +0000 +0000
10193,87311,12201,error3,38400,2016-07-31 13:08:00.634247 +0000 +0000
10194,87338,12201,error3,37700,2016-07-31 13:56:21.095469 +0000 +0000
10195,87345,12201,error3,37700,2016-07-31 14:00:25.473737 +0000 +0000
10196,87305,9557,error1,18100,2016-07-31 13:02:53.756673 +0000 +0000
10197,87307,12201,error3,55500,2016-07-31 13:03:26.009797 +0000 +0000
10198,87312,12201,error3,38400,2016-07-31 13:08:34.752714 +0000 +0000
10199,87313,12201,error3,38400,2016-07-31 13:09:33.583239 +0000 +0000
10200,87314,12201,error3,38400,2016-07-31 13:10:16.059216 +0000 +0000
10201,87316,13078,error3,87900,2016-07-31 13:14:29.181301 +0000 +0000
10202,87318,13078,error3,87900,2016-07-31 13:18:04.280363 +0000 +0000
10203,87319,1641,error1,33000,2016-07-31 13:18:41.746379 +0000 +0000
10204,87320,1641,error3,33000,2016-07-31 13:18:56.803237 +0000 +0000
10205,87328,9625,error2,23700,2016-07-31 13:28:34.408398 +0000 +0000
10206,87339,12201,error3,37700,2016-07-31 13:57:05.658304 +0000 +0000
10207,87351,9053,error3,17500,2016-07-31 14:11:01.145201 +0000 +0000
10208,87391,4356,error1,37000,2016-07-31 14:55:30.222774 +0000 +0000
10209,87397,8242,error3,43000,2016-07-31 15:00:31.580708 +0000 +0000
10210,87398,5428,error3,24000,2016-07-31 15:00:33.88351 +0000 +0000
10211,87399,8242,error3,43000,2016-07-31 15:00:50.389521 +0000 +0000
10212,87381,150,error1,25800,2016-07-31 14:40:56.976413 +0000 +0000
10213,87388,10908,error3,17100,2016-07-31 14:49:27.072378 +0000 +0000
10214,87421,7479,error1,48600,2016-07-31 15:16:08.311546 +0000 +0000
10215,87435,10922,error3,38500,2016-07-31 15:24:05.711603 +0000 +0000
10216,87447,10547,error3,15000,2016-07-31 15:30:03.964674 +0000 +0000
10217,87426,1461,error2,70400,2016-07-31 15:17:40.647386 +0000 +0000
10218,87428,11150,error3,41100,2016-07-31 15:18:05.757376 +0000 +0000
10219,87429,1461,error2,70400,2016-07-31 15:18:08.619944 +0000 +0000
10220,87434,2778,error3,110400,2016-07-31 15:23:38.083934 +0000 +0000
10221,87448,8483,error3,33200,2016-07-31 15:30:05.609052 +0000 +0000
10222,87449,8483,error3,33200,2016-07-31 15:30:36.770131 +0000 +0000
10223,87489,9180,error2,8400,2016-07-31 15:42:40.072367 +0000 +0000
10224,87499,11204,error2,11400,2016-07-31 15:44:52.247466 +0000 +0000
10225,87515,4119,error3,19300,2016-07-31 15:48:36.926954 +0000 +0000
10226,87517,4119,error3,12500,2016-07-31 15:49:17.518176 +0000 +0000
10227,87533,2256,error2,22800,2016-07-31 15:52:32.839588 +0000 +0000
10228,87543,8981,error2,18700,2016-07-31 15:53:58.177466 +0000 +0000
10229,87472,8975,error2,17900,2016-07-31 15:39:34.243476 +0000 +0000
10230,87473,5712,error2,74400,2016-07-31 15:39:39.853516 +0000 +0000
10231,87509,2256,error2,25900,2016-07-31 15:47:23.425315 +0000 +0000
10232,87514,11471,error3,23600,2016-07-31 15:48:23.111438 +0000 +0000
10233,87619,11164,error2,17800,2016-07-31 16:07:55.332633 +0000 +0000
10234,87640,11009,error2,30700,2016-07-31 16:12:23.85711 +0000 +0000
10235,87641,8831,error2,16800,2016-07-31 16:12:36.558104 +0000 +0000
10236,87655,7752,error2,27000,2016-07-31 16:14:15.180975 +0000 +0000
10237,87663,10173,error2,25000,2016-07-31 16:15:50.325385 +0000 +0000
10238,87667,2157,error2,37300,2016-07-31 16:16:49.600877 +0000 +0000
10239,87685,1677,error2,25000,2016-07-31 16:19:24.593217 +0000 +0000
10240,87689,1677,error2,25000,2016-07-31 16:19:53.304078 +0000 +0000
10241,87732,8394,error2,15600,2016-07-31 16:27:26.344198 +0000 +0000
10242,87758,1197,error2,21600,2016-07-31 16:36:18.161331 +0000 +0000
10243,87546,12365,error1,27900,2016-07-31 15:54:55.133946 +0000 +0000
10244,87548,12365,error2,27900,2016-07-31 15:55:10.34451 +0000 +0000
10245,87560,8373,error2,42400,2016-07-31 15:57:19.727317 +0000 +0000
10246,87604,4995,error2,13400,2016-07-31 16:04:29.760451 +0000 +0000
10247,87626,3779,error1,26400,2016-07-31 16:09:45.362631 +0000 +0000
10248,87631,3779,error2,26400,2016-07-31 16:10:15.584463 +0000 +0000
10249,87636,10211,error2,40100,2016-07-31 16:11:48.086851 +0000 +0000
10250,87642,12365,error2,27900,2016-07-31 16:13:03.441302 +0000 +0000
10251,87651,7752,error2,27000,2016-07-31 16:13:49.568145 +0000 +0000
10252,87693,9187,error2,28100,2016-07-31 16:20:38.873017 +0000 +0000
10253,87705,1677,error2,25000,2016-07-31 16:22:18.356235 +0000 +0000
10254,87711,8979,error2,17000,2016-07-31 16:23:53.698454 +0000 +0000
10255,87716,9943,error2,22000,2016-07-31 16:24:37.453503 +0000 +0000
10256,87728,1783,error2,24000,2016-07-31 16:27:01.583406 +0000 +0000
10257,87767,7740,error2,27400,2016-07-31 16:39:44.982701 +0000 +0000
10258,87785,9191,error2,12200,2016-07-31 16:47:36.462318 +0000 +0000
